25,Female,Freshman,Economics,1338,110,5615,468,325,158,244,98,46,231,183,20.0,Cash
23,Male,Junior,Biology,1363,365,3222,695,185,166,99,116,68,77,31,161.0,Mobile Payment App
21,Male,Freshman,Biology,1328,320,3090,718,254,93,204,74,30,228,60,179.0,Cash
22,Male,Sophomore,Engineering,1350,675,3931,462,372,147,282,149,92,269,105,190.0,Cash
23,Non-binary,Senior,Computer Science,1309,265,5160,600,178,148,186,88,78,242,54,172.0,Cash
21,Female,Senior,Biology,965,251,5344,695,249,88,249,49,29,298,96,31.0,Cash
20,Female,Senior,Engineering,600,392,5733,791,309,178,67,22,29,142,74,26.25,Mobile Payment App
24,Female,Freshman,Engineering,605,118,5696,653,165,189,151,86,82,117,83,156.0,Mobile Payment App
25,Male,Sophomore,Economics,804,140,5332,517,289,147,153,125,43,159,44,127.0,Cash
23,Female,Sophomore,Economics,1274,449,4639,755,137,55,249,103,50,176,67,175.0,Cash
23,Male,Junior,Psychology,509,942,3958,511,391,192,264,57,85,108,115,141.0,Credit/Debit Card
23,Female,Senior,Economics,1285,881,3823,740,253,182,230,32,92,118,34,9.75,Credit/Debit Card
18,Male,Freshman,Computer Science,929,348,3854,590,204,196,183,129,80,163,116,55.0,Credit/Debit Card
25,Non-binary,Freshman,Psychology,1163,235,4951,549,261,86,185,102,21,252,31,88.0,Cash
19,Male,Senior,Psychology,1195,745,5269,920,167,57,88,113,60,242,35,106.0,Mobile Payment App
25,Male,Junior,Psychology,1036,260,4141,918,122,86,105,62,88,90,169,137.0,Cash
24,Female,Junior,Economics,588,211,4875,604,163,101,198,89,23,128,62,10.5,Mobile Payment App
20,Female,Junior,Engineering,1377,723,5414,786,355,137,187,45,90,145,200,27.0,Cash
21,Non-binary,Freshman,Economics,1451,479,5481,661,140,67,128,31,48,293,37,128.0,Credit/Debit Card
19,Male,Senior,Computer Science,669,660,3823,837,193,115,75,121,65,150,96,58.0,Cash
18,Male,Freshman,Psychology,1294,818,4079,806,115,97,71,24,31,79,107,63.0,Mobile Payment App
24,Non-binary,Senior,Engineering,941,90,3688,963,372,197,146,32,86,109,45,49.5,Mobile Payment App
22,Female,Sophomore,Engineering,1131,312,4244,926,339,142,237,145,93,121,91,39.5,Cash
24,Non-binary,Freshman,Computer Science,854,700,4824,525,223,145,133,47,91,294,191,170.0,Cash
20,Male,Sophomore,Economics,1158,653,3017,960,216,193,299,40,61,263,55,141.0,Mobile Payment App
25,Non-binary,Sophomore,Biology,668,50,3650,466,377,161,221,60,80,180,142,86.0,Mobile Payment App
20,Female,Junior,Biology,695,970,4694,626,304,104,200,47,71,223,93,47.75,Mobile Payment App
20,Male,Junior,Engineering,1375,722,5389,416,132,193,149,67,27,261,46,10.75,Mobile Payment App
23,Female,Junior,Engineering,1084,315,5205,721,230,76,141,86,34,187,159,144.0,Mobile Payment App
18,Female,Senior,Biology,733,838,5248,977,298,164,241,85,78,281,121,168.0,Cash
20,Non-binary,Freshman,Economics,1061,989,5194,464,370,58,77,135,34,124,40,42.75,Mobile Payment App
19,Female,Junior,Computer Science,1352,13,3403,477,144,82,190,109,84,81,56,80.0,Mobile Payment App
19,Male,Freshman,Biology,1092,550,5841,916,150,143,257,90,29,262,192,44.25,Mobile Payment App
24,Male,Freshman,Economics,963,367,3830,883,260,79,139,135,64,54,81,18.5,Mobile Payment App
21,Female,Junior,Engineering,1204,121,4261,488,283,111,287,115,56,230,85,6.0,Credit/Debit Card
23,Male,Senior,Engineering,1184,104,5380,940,115,185,171,58,45,111,30,169.0,Mobile Payment App
22,Male,Junior,Economics,562,728,4560,986,306,105,109,90,99,187,195,34.0,Mobile Payment App
19,Male,Freshman,Economics,1218,878,4643,451,234,169,240,105,21,238,101,9.5,Mobile Payment App
21,Non-binary,Sophomore,Computer Science,1235,805,5442,745,390,150,228,96,80,104,35,131.0,Cash
23,Non-binary,Sophomore,Economics,1424,367,3220,684,328,118,91,143,88,98,159,13.5,Cash
22,Female,Freshman,Biology,1176,804,4272,861,305,97,106,103,43,185,104,67.0,Mobile Payment App
25,Female,Sophomore,Engineering,1334,81,3986,873,180,186,236,23,61,88,87,33.0,Credit/Debit Card
19,Female,Senior,Computer Science,1442,354,5371,733,153,166,105,29,80,86,137,109.0,Cash
22,Male,Sophomore,Computer Science,983,862,5650,648,159,128,259,124,97,96,150,33.5,Cash
24,Female,Sophomore,Computer Science,914,24,4881,564,149,55,61,129,79,180,94,8.25,Credit/Debit Card
22,Non-binary,Senior,Economics,898,155,5428,868,175,129,148,114,74,196,104,19.25,Cash
23,Non-binary,Junior,Economics,1164,357,5212,631,331,125,199,115,48,130,107,196.0,Cash
18,Female,Freshman,Biology,1484,594,4636,518,299,74,55,104,87,122,171,193.0,Mobile Payment App
19,Female,Junior,Biology,1127,850,5104,623,385,94,193,29,57,259,113,7.75,Mobile Payment App
24,Non-binary,Senior,Biology,1105,671,5501,841,235,164,109,144,100,252,198,9.0,Cash
19,Male,Freshman,Computer Science,1351,156,4529,678,186,178,75,34,95,97,140,75.0,Mobile Payment App
22,Female,Freshman,Biology,930,768,3050,490,349,54,174,80,51,278,143,10.25,Mobile Payment App
25,Non-binary,Senior,Computer Science,1346,932,5683,718,376,152,156,94,81,220,145,83.0,Credit/Debit Card
25,Non-binary,Sophomore,Computer Science,1240,44,3901,618,315,177,180,41,63,247,112,34.5,Credit/Debit Card
25,Female,Junior,Computer Science,727,143,4051,840,269,119,121,132,40,173,198,125.0,Credit/Debit Card
20,Female,Junior,Economics,622,959,4707,431,234,184,264,54,84,295,162,44.25,Mobile Payment App
23,Male,Sophomore,Economics,800,933,5304,421,144,97,51,103,66,247,183,92.0,Credit/Debit Card
18,Non-binary,Junior,Psychology,1199,516,5959,778,260,82,238,74,82,149,126,62.0,Credit/Debit Card
19,Male,Senior,Economics,1006,392,3526,411,357,109,268,107,94,65,138,145.0,Cash
23,Non-binary,Sophomore,Economics,1295,903,4423,791,397,144,64,59,79,187,189,113.0,Mobile Payment App
18,Male,Sophomore,Economics,1222,625,4236,862,127,180,63,91,90,191,87,122.0,Mobile Payment App
18,Female,Senior,Computer Science,1384,800,4822,809,237,174,85,21,72,130,185,104.0,Credit/Debit Card
18,Female,Junior,Engineering,1035,513,3367,760,182,57,95,119,21,166,149,119.0,Credit/Debit Card
20,Male,Freshman,Economics,1395,723,5126,551,258,130,81,102,84,234,172,19.5,Credit/Debit Card
18,Non-binary,Sophomore,Biology,767,457,5096,780,331,200,115,89,27,265,175,39.5,Credit/Debit Card
24,Female,Senior,Biology,933,452,4706,787,166,136,106,112,63,270,86,29.0,Cash
23,Male,Junior,Psychology,803,796,3471,931,293,54,146,142,58,84,104,41.0,Mobile Payment App
22,Male,Sophomore,Psychology,1333,231,3300,971,295,51,219,91,94,259,161,50.0,Cash
23,Female,Senior,Psychology,1115,437,5317,818,341,136,116,115,22,56,38,26.5,Mobile Payment App
20,Female,Sophomore,Psychology,920,149,3366,636,295,143,77,120,96,137,162,178.0,Cash
25,Male,Junior,Psychology,780,95,5931,759,216,99,251,20,38,192,105,97.0,Cash
21,Female,Junior,Psychology,882,912,5570,555,305,103,81,112,28,112,162,197.0,Mobile Payment App
21,Female,Senior,Computer Science,959,258,3200,464,360,153,220,26,88,144,161,134.0,Cash
25,Female,Senior,Psychology,748,494,4789,447,353,164,201,60,43,99,93,172.0,Mobile Payment App
21,Male,Junior,Biology,810,73,4884,742,112,173,276,136,63,294,161,34.0,Mobile Payment App
20,Male,Sophomore,Computer Science,965,322,4992,433,175,56,71,89,74,66,59,130.0,Mobile Payment App
24,Male,Senior,Psychology,784,513,4906,863,116,110,140,116,56,264,179,40.0,Credit/Debit Card
22,Male,Sophomore,Economics,970,553,5894,680,344,156,114,120,79,53,40,39.0,Mobile Payment App
23,Non-binary,Senior,Economics,1349,873,5866,661,205,129,88,72,28,192,72,101.0,Credit/Debit Card
19,Female,Senior,Psychology,760,61,5429,831,268,84,63,26,92,278,185,60.0,Credit/Debit Card
21,Female,Freshman,Computer Science,702,273,4977,906,385,106,277,148,41,205,149,116.0,Cash
21,Male,Junior,Engineering,720,675,5309,661,284,95,153,93,21,108,81,64.0,Mobile Payment App
22,Male,Freshman,Biology,1286,789,3618,902,343,194,182,74,62,171,126,112.0,Mobile Payment App
22,Female,Sophomore,Engineering,1135,261,4753,629,335,168,97,113,60,223,44,62.0,Cash
18,Non-binary,Senior,Engineering,1030,240,3108,859,386,147,208,27,60,265,36,23.0,Credit/Debit Card
21,Female,Senior,Engineering,1265,722,4579,760,122,122,63,34,48,250,153,46.0,Credit/Debit Card
24,Female,Freshman,Psychology,1175,803,5634,444,290,170,63,25,37,275,111,101.0,Mobile Payment App
23,Female,Freshman,Psychology,1083,10,5275,640,236,153,257,62,87,188,55,14.75,Mobile Payment App
24,Non-binary,Freshman,Biology,1487,940,3167,765,202,146,183,145,23,233,120,44.0,Mobile Payment App
25,Non-binary,Junior,Computer Science,1327,196,5067,613,278,179,187,149,38,227,162,104.0,Cash
22,Non-binary,Senior,Economics,1095,165,4532,801,253,167,243,73,33,110,66,98.0,Credit/Debit Card
23,Male,Senior,Biology,1460,436,3230,787,377,176,158,117,78,299,84,43.0,Mobile Payment App
20,Female,Freshman,Engineering,1354,427,3691,515,224,120,125,71,46,140,184,177.0,Credit/Debit Card
20,Male,Sophomore,Biology,836,620,4311,584,301,160,193,91,46,143,120,53.0,Cash
22,Male,Junior,Engineering,1212,529,4012,897,400,53,120,117,88,284,119,105.0,Credit/Debit Card
20,Non-binary,Senior,Engineering,1483,277,3413,554,182,138,275,72,35,160,74,190.0,Credit/Debit Card
22,Non-binary,Sophomore,Computer Science,998,935,5420,516,297,96,103,129,78,251,109,63.0,Credit/Debit Card
22,Non-binary,Senior,Biology,885,325,4389,907,317,144,126,149,89,243,156,81.0,Credit/Debit Card
25,Male,Senior,Engineering,726,333,3854,738,177,195,110,92,77,117,30,50.0,Credit/Debit Card
25,Female,Junior,Psychology,1037,990,4885,481,367,130,272,56,57,150,92,22.0,Mobile Payment App
22,Female,Freshman,Engineering,1456,993,3377,733,201,94,284,123,34,59,77,97.0,Mobile Payment App
24,Male,Junior,Economics,676,183,4129,600,135,75,227,25,22,200,164,133.0,Mobile Payment App
24,Female,Senior,Psychology,571,215,5579,424,133,149,139,29,58,275,173,109.0,Mobile Payment App
23,Male,Junior,Computer Science,1213,761,5944,768,246,196,165,52,68,198,180,10.0,Mobile Payment App
24,Female,Sophomore,Psychology,1112,547,5305,498,357,170,183,92,84,138,92,49.25,Cash
18,Female,Sophomore,Economics,1100,535,4834,593,201,197,78,92,44,178,198,45.0,Credit/Debit Card
21,Male,Sophomore,Psychology,526,375,4279,747,159,183,197,67,21,88,58,27.0,Cash
22,Male,Junior,Computer Science,951,202,3172,818,158,68,95,76,63,122,47,96.0,Mobile Payment App
23,Male,Sophomore,Computer Science,1301,163,5696,899,117,51,278,22,22,153,70,37.5,Cash
25,Male,Junior,Psychology,1103,5,5960,676,375,149,133,76,33,212,165,169.0,Mobile Payment App
24,Male,Senior,Computer Science,1083,466,5692,644,111,80,235,76,42,108,65,73.0,Cash
23,Female,Senior,Engineering,860,47,3057,614,235,115,117,71,72,226,94,126.0,Cash
18,Male,Senior,Biology,1354,882,3341,969,348,75,126,49,93,201,116,178.0,Cash
23,Male,Senior,Biology,877,847,4768,465,221,96,52,39,73,94,141,64.0,Credit/Debit Card
21,Male,Freshman,Engineering,649,577,3046,931,224,161,200,24,80,213,135,180.0,Credit/Debit Card
24,Male,Sophomore,Computer Science,897,220,4655,799,358,125,290,80,23,156,177,46.0,Credit/Debit Card
21,Non-binary,Freshman,Psychology,1147,872,3709,581,102,188,225,98,72,273,126,166.0,Mobile Payment App
23,Non-binary,Senior,Biology,1367,606,5577,916,260,78,213,145,71,223,123,199.0,Credit/Debit Card
21,Male,Freshman,Computer Science,647,382,4943,807,149,61,214,136,26,191,102,107.0,Cash
21,Female,Senior,Engineering,656,725,3360,931,329,188,95,120,92,102,59,198.0,Credit/Debit Card
19,Non-binary,Junior,Economics,1131,315,3194,468,328,177,118,26,69,66,161,120.0,Mobile Payment App
19,Female,Freshman,Psychology,1319,803,4160,677,159,73,229,140,38,108,175,31.0,Cash
22,Female,Freshman,Economics,917,856,5010,434,128,184,277,98,29,115,61,16.5,Credit/Debit Card
19,Female,Sophomore,Biology,872,206,5309,944,232,166,153,58,64,67,167,86.0,Credit/Debit Card
20,Male,Sophomore,Economics,901,115,3388,737,295,84,297,66,80,146,100,93.0,Mobile Payment App
18,Male,Junior,Engineering,536,535,5547,676,255,82,111,128,35,252,160,19.75,Credit/Debit Card
25,Female,Senior,Psychology,506,931,4087,998,251,175,80,82,82,76,152,56.0,Mobile Payment App
23,Female,Junior,Economics,1201,635,3748,459,291,56,199,100,81,290,135,131.0,Credit/Debit Card
25,Non-binary,Senior,Computer Science,1189,48,5568,815,159,79,66,113,68,91,94,37.0,Cash
23,Female,Junior,Economics,546,387,3890,747,282,140,53,35,38,67,75,181.0,Credit/Debit Card
19,Non-binary,Senior,Biology,1181,989,3162,559,196,137,89,46,60,249,134,200.0,Cash
18,Female,Sophomore,Economics,810,292,3953,771,340,51,98,120,88,133,58,113.0,Cash
19,Non-binary,Freshman,Engineering,855,397,4028,633,400,146,174,148,42,77,153,30.5,Cash
23,Male,Sophomore,Biology,1354,17,5911,631,385,160,112,34,32,225,173,60.0,Cash
20,Male,Freshman,Psychology,1056,861,5433,405,183,194,187,61,66,144,107,22.0,Cash
19,Male,Freshman,Economics,620,215,4981,704,243,197,285,135,83,192,36,49.25,Credit/Debit Card
24,Female,Freshman,Economics,1207,339,4361,638,201,143,241,112,29,86,139,110.0,Cash
21,Non-binary,Sophomore,Psychology,621,456,5893,960,199,124,278,115,48,193,178,68.0,Cash
25,Female,Senior,Engineering,1033,64,4249,517,104,64,259,131,66,234,63,104.0,Mobile Payment App
19,Non-binary,Freshman,Psychology,722,2,3701,450,102,82,267,38,65,129,186,125.0,Mobile Payment App
20,Male,Freshman,Psychology,1304,76,3564,847,180,92,300,90,64,113,34,113.0,Mobile Payment App
21,Non-binary,Junior,Biology,912,970,3424,991,348,181,86,134,70,175,40,46.0,Credit/Debit Card
23,Male,Sophomore,Biology,963,871,4951,778,253,105,135,124,46,185,164,160.0,Cash
18,Female,Junior,Engineering,1286,618,3015,925,103,129,56,50,93,215,43,105.0,Mobile Payment App
18,Male,Freshman,Economics,1104,180,4653,683,362,185,90,79,91,91,99,64.0,Credit/Debit Card
23,Non-binary,Senior,Economics,697,927,3756,734,394,192,109,80,73,247,69,195.0,Cash
21,Male,Freshman,Engineering,1230,968,4254,540,285,99,169,101,57,77,87,43.0,Cash
25,Female,Junior,Engineering,1345,649,3889,919,311,133,68,149,66,69,159,162.0,Mobile Payment App
20,Female,Junior,Biology,1411,517,3074,874,151,77,219,21,44,280,57,176.0,Mobile Payment App
24,Female,Freshman,Economics,1355,282,5998,617,311,79,264,35,73,254,131,164.0,Credit/Debit Card
24,Non-binary,Junior,Economics,608,918,4056,568,336,186,159,82,89,251,166,142.0,Mobile Payment App
22,Female,Senior,Biology,566,480,3542,834,360,64,289,48,86,226,132,30.0,Credit/Debit Card
25,Female,Junior,Economics,1310,982,4548,837,219,60,72,82,51,260,30,171.0,Mobile Payment App
24,Female,Sophomore,Biology,1354,52,3169,849,335,60,199,77,45,101,195,125.0,Credit/Debit Card
23,Male,Sophomore,Economics,1020,17,4645,943,305,156,240,123,53,290,77,63.0,Cash
24,Non-binary,Senior,Engineering,1394,871,4450,416,268,133,146,22,68,172,126,185.0,Cash
22,Non-binary,Sophomore,Psychology,954,337,5756,717,159,195,196,138,26,154,160,85.0,Credit/Debit Card
21,Male,Senior,Biology,1448,794,3959,624,171,172,103,59,89,206,182,158.0,Mobile Payment App
21,Non-binary,Sophomore,Biology,968,8,4078,670,108,56,129,26,66,272,64,151.0,Credit/Debit Card
19,Male,Freshman,Economics,1450,809,4103,845,255,89,136,110,85,183,85,27.5,Credit/Debit Card
22,Female,Freshman,Computer Science,1316,938,4316,953,153,179,229,105,66,184,151,137.0,Credit/Debit Card
24,Male,Freshman,Computer Science,904,955,4075,875,310,197,201,91,83,224,186,101.0,Cash
23,Female,Junior,Computer Science,1488,77,5418,545,112,193,158,21,64,257,168,86.0,Cash
20,Female,Junior,Psychology,893,258,5877,469,131,192,222,73,84,125,176,18.5,Cash
21,Male,Freshman,Biology,527,851,4464,683,390,194,185,127,65,188,168,193.0,Credit/Debit Card
24,Male,Senior,Biology,804,640,3043,927,347,167,151,114,35,206,94,42.25,Credit/Debit Card
25,Female,Junior,Engineering,547,233,5070,633,164,94,147,123,25,236,116,9.25,Credit/Debit Card
19,Non-binary,Freshman,Computer Science,523,892,4683,438,180,65,208,108,59,192,92,132.0,Cash
24,Female,Senior,Economics,1040,970,5293,701,323,97,196,93,62,170,90,64.0,Credit/Debit Card
24,Male,Freshman,Computer Science,918,273,3012,759,113,181,62,99,81,226,155,199.0,Credit/Debit Card
23,Female,Junior,Biology,504,775,4132,997,237,69,199,111,58,62,195,195.0,Credit/Debit Card
24,Female,Senior,Economics,1203,115,3234,858,249,157,292,132,94,278,66,12.25,Cash
20,Female,Senior,Psychology,951,279,4004,453,366,121,287,71,65,207,129,122.0,Mobile Payment App
24,Non-binary,Sophomore,Psychology,857,583,3939,587,147,126,160,117,85,98,69,143.0,Mobile Payment App
19,Male,Senior,Psychology,812,539,3191,744,108,189,296,31,81,204,87,34.0,Cash
18,Male,Sophomore,Computer Science,540,649,5188,746,173,147,113,139,29,103,73,29.5,Credit/Debit Card
19,Non-binary,Junior,Psychology,889,483,3007,673,225,113,113,148,40,256,171,43.75,Cash
18,Non-binary,Freshman,Psychology,992,680,5718,533,241,84,276,65,81,141,171,12.75,Credit/Debit Card
21,Male,Junior,Biology,760,869,3712,567,291,94,86,141,97,55,165,11.0,Mobile Payment App
25,Male,Sophomore,Biology,1199,996,4865,533,207,123,70,104,76,256,189,192.0,Credit/Debit Card
20,Female,Junior,Biology,578,460,4893,488,139,168,58,105,92,177,183,23.0,Credit/Debit Card
24,Female,Senior,Economics,994,940,4885,487,143,54,79,74,53,77,66,22.0,Cash
18,Non-binary,Junior,Economics,552,481,5312,937,307,77,71,21,52,127,46,19.25,Mobile Payment App
21,Male,Junior,Computer Science,1444,792,5866,607,396,189,125,76,80,59,79,78.0,Credit/Debit Card
19,Female,Junior,Psychology,1203,550,3282,654,182,108,288,147,38,92,182,128.0,Mobile Payment App
25,Female,Sophomore,Computer Science,1481,50,4898,982,157,162,159,30,76,225,99,41.5,Credit/Debit Card
25,Non-binary,Sophomore,Economics,700,174,5318,846,206,108,284,70,23,220,169,142.0,Credit/Debit Card
25,Female,Junior,Economics,1087,415,5282,503,155,186,116,31,31,108,141,200.0,Mobile Payment App
23,Male,Senior,Economics,672,699,4520,435,153,180,61,75,56,248,195,20.5,Mobile Payment App
21,Male,Sophomore,Computer Science,825,882,4307,589,181,54,89,113,55,266,34,176.0,Credit/Debit Card
24,Male,Sophomore,Computer Science,1033,267,5997,806,374,86,229,78,31,139,153,77.0,Cash
25,Non-binary,Freshman,Engineering,774,250,5306,942,324,73,271,107,77,92,80,66.0,Credit/Debit Card
23,Male,Junior,Engineering,1365,744,3066,936,265,52,121,46,85,292,128,115.0,Credit/Debit Card
25,Non-binary,Sophomore,Economics,810,826,3709,938,206,180,112,82,45,165,110,98.0,Mobile Payment App
22,Male,Sophomore,Economics,856,33,5420,967,391,112,196,43,71,294,91,34.75,Mobile Payment App
21,Female,Senior,Psychology,985,586,4345,481,110,141,135,103,42,270,194,196.0,Credit/Debit Card
22,Non-binary,Junior,Biology,919,369,4599,788,119,170,58,124,34,97,64,185.0,Credit/Debit Card
18,Female,Sophomore,Biology,637,130,5152,559,340,62,226,42,72,244,197,42.0,Cash
20,Male,Freshman,Economics,894,327,3535,689,213,127,69,116,50,143,81,12.75,Credit/Debit Card
22,Female,Senior,Economics,874,561,3452,504,299,111,237,113,71,104,45,62.0,Cash
22,Female,Junior,Computer Science,850,699,3180,777,196,102,212,98,75,192,48,106.0,Credit/Debit Card
24,Non-binary,Junior,Engineering,879,865,5743,921,249,189,222,111,71,112,60,133.0,Credit/Debit Card
24,Female,Junior,Economics,811,346,3527,795,308,106,74,126,23,299,111,38.0,Credit/Debit Card
21,Male,Sophomore,Computer Science,809,768,4079,505,186,176,217,70,81,194,193,91.0,Cash
18,Non-binary,Senior,Psychology,596,316,5494,567,308,54,126,149,46,278,134,5.25,Credit/Debit Card
25,Male,Sophomore,Economics,856,102,3647,500,341,123,198,85,73,208,58,21.0,Mobile Payment App
25,Male,Senior,Computer Science,886,143,3489,676,219,61,198,99,95,178,46,47.0,Mobile Payment App
24,Female,Sophomore,Psychology,1205,715,5781,428,346,190,79,37,28,57,182,133.0,Mobile Payment App
21,Non-binary,Freshman,Biology,1353,444,4343,622,341,198,152,106,44,236,60,171.0,Cash
22,Male,Junior,Computer Science,1268,886,4960,917,100,53,102,98,66,228,124,176.0,Cash
23,Non-binary,Sophomore,Psychology,1112,5,3873,737,188,101,266,46,76,73,190,159.0,Cash
20,Female,Junior,Engineering,1206,639,5211,720,363,66,120,134,85,152,52,7.5,Cash
24,Male,Junior,Biology,1159,465,3153,891,226,55,95,46,58,284,41,88.0,Mobile Payment App
19,Non-binary,Sophomore,Biology,1250,113,4859,521,305,92,133,77,92,69,108,116.0,Mobile Payment App
20,Non-binary,Freshman,Computer Science,1120,327,5509,670,120,130,178,52,71,267,38,15.75,Mobile Payment App
24,Non-binary,Senior,Computer Science,1277,520,4706,538,374,183,243,80,74,246,152,46.0,Cash
19,Male,Freshman,Psychology,1442,463,5284,537,307,157,113,60,39,261,178,28.75,Mobile Payment App
24,Non-binary,Junior,Biology,776,16,4353,460,358,95,219,27,61,178,173,42.0,Cash
21,Female,Sophomore,Biology,800,311,3641,438,331,60,125,22,41,253,45,78.0,Mobile Payment App
18,Female,Junior,Computer Science,1078,910,5416,507,232,175,64,129,55,136,156,52.0,Credit/Debit Card
20,Male,Junior,Computer Science,1404,747,3920,760,237,104,122,28,82,115,75,56.0,Mobile Payment App
21,Non-binary,Junior,Psychology,1097,70,4255,447,101,125,267,119,58,76,37,23.5,Credit/Debit Card
22,Non-binary,Freshman,Biology,835,244,3098,834,380,95,243,39,51,178,101,110.0,Credit/Debit Card
18,Non-binary,Senior,Economics,755,757,3221,820,301,126,231,77,71,284,99,27.75,Credit/Debit Card
19,Male,Freshman,Engineering,1087,133,5170,872,133,86,177,73,63,198,167,32.0,Credit/Debit Card
23,Male,Sophomore,Computer Science,931,950,3012,636,329,187,96,141,96,246,193,121.0,Cash
20,Female,Sophomore,Psychology,983,321,4912,761,350,177,256,61,73,206,63,44.75,Credit/Debit Card
21,Non-binary,Sophomore,Engineering,639,854,4160,676,174,107,208,71,48,231,192,42.25,Mobile Payment App
20,Male,Junior,Engineering,527,438,4231,961,212,60,287,57,31,80,162,10.0,Mobile Payment App
24,Male,Junior,Computer Science,744,666,4930,853,134,115,197,107,73,256,117,34.0,Mobile Payment App
21,Male,Freshman,Economics,1118,367,3821,956,287,112,267,65,92,147,149,50.0,Mobile Payment App
22,Male,Senior,Engineering,1276,606,3809,970,124,97,271,96,81,110,136,42.0,Credit/Debit Card
25,Female,Junior,Engineering,880,863,4771,903,291,100,292,108,55,217,164,12.75,Cash
23,Male,Freshman,Engineering,1424,887,4645,854,140,145,156,35,36,50,114,38.25,Mobile Payment App
22,Female,Senior,Psychology,1276,500,3568,785,338,144,298,91,64,173,98,109.0,Mobile Payment App
19,Non-binary,Junior,Computer Science,697,943,5958,824,274,200,89,56,31,268,175,96.0,Mobile Payment App
23,Non-binary,Senior,Computer Science,1379,500,3665,946,114,143,211,92,20,83,113,110.0,Mobile Payment App
20,Female,Freshman,Computer Science,1466,977,5400,698,283,135,58,135,96,171,30,85.0,Credit/Debit Card
24,Male,Junior,Biology,1126,649,3565,483,259,63,53,57,43,65,40,86.0,Cash
23,Non-binary,Senior,Biology,1126,9,5535,1000,206,135,84,70,95,295,120,73.0,Cash
21,Non-binary,Senior,Biology,618,916,4952,459,192,145,202,86,81,122,150,113.0,Cash
22,Non-binary,Junior,Biology,785,303,3495,407,245,64,92,47,82,94,104,184.0,Mobile Payment App
18,Non-binary,Senior,Computer Science,770,554,3535,468,171,104,93,75,22,74,191,45.5,Cash
